x,y,pressure,roll,pitch,yaw
109,52,450,-0.7538070407941468,1.384757059188193,1.3234664466446733
112,51,0,-2.847449630653675,0.6931161788935463,-0.5235954177574128
112,50,0,0.5993138604249749,0.8143839156750347,2.3234901295129173
114,49,0,-2.878323909681296,0.7324034942901348,-0.29336237788854264
110,48,0,-1.096772320041342,1.3526597358111305,1.098469086238121
112,47,417,-2.8448823461301793,0.5202580786260871,-0.4190334800303734
114,47,406,-1.4717505901442434,1.3091964730623644,0.6247147705643796
118,46,0,-2.4897170284939225,0.9575919927291071,0.07129715256974288
112,46,422,-2.931728263925326,1.276849696760083,-1.02019524462368
121,46,440,-2.89908109719916,0.803331859545873,-0.47954289468322503
111,45,409,-2.510511478299825,1.2366824546089854,-0.508814007751927
113,45,0,-2.5393294065886147,1.0028585206562017,-0.15277465525760456
113,45,396,-2.4916644031232993,1.0540099226239852,-0.13410458857844265
114,45,405,-2.9494322382149485,1.4903850640320808,-0.7500636242852723
114,44,0,-2.5288588190114356,1.2533354337087217,-0.2592343834771909
114,45,403,-2.552056982624606,0.9640667211407107,-0.0797841479543035
114,45,0,0.1417470881317504,1.5203591262737643,2.1933375354568048
115,46,398,-2.6528102431165257,1.2105350526672918,-0.2304600160768489
114,47,394,-2.5081230793098332,0.8198822306930206,-0.07679812298342154
114,48,395,-2.412061213905293,1.2295906126180183,-0.1398867319660279
114,49,391,-2.868000114712808,1.4778272999212891,-0.8314956642186753
114,52,388,-2.8038465271597963,0.9790650587157886,-0.511980711563991
114,54,395,-2.781052715780756,1.0551392853063544,-0.4319966914595823
114,56,0,-3.006984127290484,1.0438783315378668,-0.8049576700449529
114,59,0,-1.6647842020044312,1.3997490250384208,0.6101868057221946
114,62,383,-2.6573866756282496,1.1542731339371344,-0.4063572787799981
113,65,0,-2.6633721113857027,1.081388702707223,-0.41234275212051563
113,68,386,-2.704347796568672,0.7861089266896184,-0.318346934111826
113,72,393,-2.0566423012648363,1.2827984260081002,0.1178072476368607
112,75,379,-2.72916721643652,1.013202968365545,-0.3620441522177604
112,80,390,-2.5871613566980844,0.8239357905852327,-0.2148444790992574
111,84,391,-2.658791318190544,0.9397518600376364,-0.22852565258874233
112,83,0,-2.724107718722283,0.9734607681445558,-0.369901886493911
113,90,0,-1.4110402457654458,1.4137346356506844,0.8454202572366256
111,93,388,-2.6858383593348654,0.8237090223145407,-0.3260742719064517
109,94,378,-2.9494318262984827,1.4903850764738635,-0.7500631811352658
110,95,383,-2.8693344520508757,1.170010552184245,-0.7758822357544412
110,96,0,-2.4545172461476508,1.320202572651704,-0.21941235786566807
110,96,388,-2.8171765496249006,1.2177696920864252,-0.6703507918618595
109,96,391,-2.529225158046489,1.152721788051601,-0.17769483589670765
107,94,0,-2.9049517131599383,0.9589321976948048,-0.7341953593631317
105,93,394,-2.647618378410566,0.996618599472474,-0.31587501529634227
105,91,393,-2.689306729334135,1.070423059657497,-0.39111191888766234
103,90,392,-2.2845909435292002,1.2846750977064771,-0.08745211091703574
102,88,0,-2.739096581225693,1.0064644529139362,-0.4739529669843071
102,87,0,-2.303255168388452,1.1990977112494952,-0.028284199575594568
101,85,395,-2.546829452977699,1.0658053147758821,-0.2253395344906035
100,83,402,-2.7172325614321204,1.0140711754676341,-0.5005772411773027
100,79,0,-2.8480966927544946,0.9005607189671809,-0.6470111466847844
99,79,401,-2.237580855395248,1.3055741295947318,0.1347359442169775
97,77,395,-2.57889880957764,0.6857634410610337,-0.3427976421658019
97,76,396,-2.4724064137597663,1.2738221334395714,-0.07954128744977948
96,74,391,-2.6687458931963124,0.9074686589296311,-0.32275870749439595
94,73,397,-2.2548042946098006,1.526082013800792,-0.07484299736549158
93,71,402,-2.5797608119196904,1.1912032790457805,-0.2779979362273574
91,69,398,-2.6021816940884883,0.9837397686339582,-0.3495043643651304
89,68,0,-2.874728205049671,1.0556155423228548,-0.585681996944067
86,66,404,-1.873190222535972,1.3015385891469389,0.40486103275200885
84,62,0,-2.7250038773017238,1.2190832034565737,-0.5435291322821089
81,62,407,-2.6879966334961853,0.9493576390188125,-0.5250526788254922
78,60,395,0.335821378009726,1.09718393307641,2.216647913893157
76,71,0,-3.010001443115919,0.20638709278455425,-0.1688600065846707
74,56,0,2.673030522348367,-0.4467186996257262,0.318070092589978
72,57,0,2.75174551564106,-0.44099069100377686,0.3128495212679383
71,53,417,-2.733046329306427,0.7227201293187335,-0.1809561040019037
69,52,417,-2.9939360412809677,0.28245496916445945,-0.12365306736718636
68,51,0,-2.862544442772586,0.750358020972699,-0.3117208978856081
67,51,408,-0.6956256197189646,1.3668196793822165,1.265285687529166
67,49,406,0.8773696117686918,1.155191515162996,2.652043805723042
67,49,405,-2.927999568143065,0.7458689219308999,-0.5481580146309617
67,49,405,-2.8691549323120427,0.6929358483969849,-0.35735547671873774
67,49,404,-2.773904399199818,0.7684068516864974,-0.269255827084833
67,49,404,-1.6809617833581303,1.3020644773576067,0.49123510272665205
67,49,404,-2.544089607652543,1.1178281215761943,-0.08167924529477723
67,49,403,-2.909479659872015,0.4855536876302696,-0.25149546985874827
67,49,411,2.2498454947773223,-0.6664117567891196,0.8050843661498351
67,50,418,1.014288385027591,0.40222875238224653,2.2841292851676354
67,52,415,-2.876823193439506,0.711147758822967,-0.3496867632250196
67,56,0,-2.7051148306907185,0.9869329236157675,-0.6601388175347358
67,57,407,2.2371054533856185,-0.438277152981718,0.8395959083909722
67,60,0,-2.8338071310449497,0.6283539580558085,-0.19227338706082495
67,63,403,-2.8210502317038455,1.1704480375924184,-0.604491115958498
67,67,403,-2.7054998856206387,1.0687534271488348,-0.5240252506682881
68,70,423,-2.523902036232817,1.0936760517551236,-0.21825434337860378
68,75,402,-2.661628678247357,1.0144719835734195,-0.301864632636744
68,79,393,-2.793394516573141,1.069749709724372,-0.41965491373013236
